anio,mes,mes_num,estado,tipo_delito,subtipo_delito,modalidad,cantidad,fecha,periodo
2024,Mayo,5,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,23,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,11,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,5,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,15,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,25,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,11,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,24,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Homicidio doloso,Homicidio doloso,Sin violencia,21,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,12,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,11,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,17,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,28,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,21,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,20,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,22,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,18,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,19,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,22,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,8,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,12,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,11,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,14,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,6,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,5,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,27,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,22,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,12,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,29,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,28,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,26,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,23,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,Con violencia,19,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,6,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,28,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,28,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,15,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,20,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,14,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,5,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,23,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,23,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,22,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,5,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,9,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,14,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,7,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,16,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,9,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,10,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,6,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,16,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,24,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,16,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,21,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,18,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Homicidio doloso,Homicidio doloso con arma de fuego,No especificado,21,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Secuestro,Secuestro,No especificado,1,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Secuestro,Secuestro,No especificado,2,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Secuestro,Secuestro,No especificado,7,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Secuestro,Secuestro,No especificado,3,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Secuestro,Secuestro,No especificado,2,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Secuestro,Secuestro,No especificado,5,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Secuestro,Secuestro,No especificado,7,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Secuestro,Secuestro,No especificado,3,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Secuestro,Secuestro,No especificado,2,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Secuestro,Secuestro,No especificado,5,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Secuestro,Secuestro,No especificado,4,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Secuestro,Secuestro,No especificado,6,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Secuestro,Secuestro,No especificado,1,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Secuestro,Secuestro,No especificado,4,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Secuestro,Secuestro,No especificado,5,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Secuestro,Secuestro,No especificado,6,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Secuestro,Secuestro,No especificado,1,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Secuestro,Secuestro,No especificado,6,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Secuestro,Secuestro,No especificado,4,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Secuestro,Secuestro,No especificado,7,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Secuestro,Secuestro,No especificado,5,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Secuestro,Secuestro,No especificado,6,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Secuestro,Secuestro,No especificado,2,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Secuestro,Secuestro,No especificado,3,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Secuestro,Secuestro,Con violencia,5,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Secuestro,Secuestro,Con violencia,3,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Secuestro,Secuestro,Con violencia,5,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Secuestro,Secuestro,Con violencia,3,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Secuestro,Secuestro,Con violencia,3,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Secuestro,Secuestro,Con violencia,3,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Secuestro,Secuestro,Con violencia,2,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Secuestro,Secuestro,Con violencia,7,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Secuestro,Secuestro,Con violencia,1,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Secuestro,Secuestro,Con violencia,7,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Secuestro,Secuestro,Con violencia,6,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Secuestro,Secuestro,Con violencia,3,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Secuestro,Secuestro,Con violencia,1,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Secuestro,Secuestro,Con violencia,1,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Secuestro,Secuestro,Con violencia,1,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Secuestro,Secuestro,Con violencia,3,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Secuestro,Secuestro,Con violencia,2,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Secuestro,Secuestro,Con violencia,7,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Secuestro,Secuestro,Con violencia,3,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Secuestro,Secuestro,Con violencia,4,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Secuestro,Secuestro,Con violencia,2,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Secuestro,Secuestro,Con violencia,3,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Secuestro,Secuestro,Con violencia,4,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Secuestro,Secuestro,Con violencia,5,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Secuestro,Secuestro exprés,No especificado,7,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Secuestro,Secuestro exprés,No especificado,4,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Secuestro,Secuestro exprés,No especificado,3,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Secuestro,Secuestro exprés,No especificado,7,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Secuestro,Secuestro exprés,No especificado,7,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Secuestro,Secuestro exprés,No especificado,6,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Secuestro,Secuestro exprés,No especificado,2,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Secuestro,Secuestro exprés,No especificado,4,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Secuestro,Secuestro exprés,No especificado,2,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Secuestro,Secuestro exprés,No especificado,2,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Secuestro,Secuestro exprés,No especificado,2,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Secuestro,Secuestro exprés,No especificado,7,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Secuestro,Secuestro exprés,No especificado,5,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Secuestro,Secuestro exprés,No especificado,2,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Secuestro,Secuestro exprés,No especificado,6,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Secuestro,Secuestro exprés,No especificado,5,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Secuestro,Secuestro exprés,No especificado,1,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Secuestro,Secuestro exprés,No especificado,2,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Secuestro,Secuestro exprés,No especificado,7,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Secuestro,Secuestro exprés,No especificado,7,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Secuestro,Secuestro exprés,No especificado,7,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Secuestro,Secuestro exprés,No especificado,1,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Secuestro,Secuestro exprés,No especificado,7,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Secuestro,Secuestro exprés,No especificado,4,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,2,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,5,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,7,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,1,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,5,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,5,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,6,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,3,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,6,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,5,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,3,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,7,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,4,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,6,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,5,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,4,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,2,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,4,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,1,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,5,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,6,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,2,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,1,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Secuestro,Secuestro exprés,Sin violencia,7,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Robo,Robo a casa habitación,Sin violencia,245,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Robo,Robo a casa habitación,Sin violencia,236,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Robo,Robo a casa habitación,Sin violencia,110,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Robo,Robo a casa habitación,Sin violencia,247,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Robo,Robo a casa habitación,Sin violencia,233,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Robo,Robo a casa habitación,Sin violencia,95,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Robo,Robo a casa habitación,Sin violencia,60,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Robo,Robo a casa habitación,Sin violencia,126,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Robo,Robo a casa habitación,Sin violencia,53,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Robo,Robo a casa habitación,Sin violencia,121,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Robo,Robo a casa habitación,Sin violencia,112,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Robo,Robo a casa habitación,Sin violencia,166,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Robo,Robo a casa habitación,Sin violencia,123,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Robo,Robo a casa habitación,Sin violencia,275,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Robo,Robo a casa habitación,Sin violencia,267,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Robo,Robo a casa habitación,Sin violencia,169,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Robo,Robo a casa habitación,Sin violencia,54,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Robo,Robo a casa habitación,Sin violencia,103,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Robo,Robo a casa habitación,Sin violencia,264,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Robo,Robo a casa habitación,Sin violencia,148,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Robo,Robo a casa habitación,Sin violencia,171,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Robo,Robo a casa habitación,Sin violencia,172,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Robo,Robo a casa habitación,Sin violencia,111,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Robo,Robo a casa habitación,Sin violencia,209,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Robo,Robo a casa habitación,No especificado,169,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Robo,Robo a casa habitación,No especificado,288,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Robo,Robo a casa habitación,No especificado,122,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Robo,Robo a casa habitación,No especificado,191,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Robo,Robo a casa habitación,No especificado,147,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Robo,Robo a casa habitación,No especificado,154,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Robo,Robo a casa habitación,No especificado,172,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Robo,Robo a casa habitación,No especificado,186,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Robo,Robo a casa habitación,No especificado,219,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Robo,Robo a casa habitación,No especificado,256,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Robo,Robo a casa habitación,No especificado,74,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Robo,Robo a casa habitación,No especificado,188,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Robo,Robo a casa habitación,No especificado,256,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Robo,Robo a casa habitación,No especificado,121,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Robo,Robo a casa habitación,No especificado,225,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Robo,Robo a casa habitación,No especificado,195,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Robo,Robo a casa habitación,No especificado,109,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Robo,Robo a casa habitación,No especificado,246,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Robo,Robo a casa habitación,No especificado,163,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Robo,Robo a casa habitación,No especificado,94,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Robo,Robo a casa habitación,No especificado,142,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Robo,Robo a casa habitación,No especificado,235,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Robo,Robo a casa habitación,No especificado,105,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Robo,Robo a casa habitación,No especificado,147,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Robo,Robo de vehículo,Sin violencia,55,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Robo,Robo de vehículo,Sin violencia,217,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Robo,Robo de vehículo,Sin violencia,146,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Robo,Robo de vehículo,Sin violencia,108,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Robo,Robo de vehículo,Sin violencia,218,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Robo,Robo de vehículo,Sin violencia,156,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Robo,Robo de vehículo,Sin violencia,138,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Robo,Robo de vehículo,Sin violencia,240,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Robo,Robo de vehículo,Sin violencia,182,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Robo,Robo de vehículo,Sin violencia,107,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Robo,Robo de vehículo,Sin violencia,72,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Robo,Robo de vehículo,Sin violencia,209,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Robo,Robo de vehículo,Sin violencia,230,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Robo,Robo de vehículo,Sin violencia,208,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Robo,Robo de vehículo,Sin violencia,149,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Robo,Robo de vehículo,Sin violencia,255,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Robo,Robo de vehículo,Sin violencia,270,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Robo,Robo de vehículo,Sin violencia,88,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Robo,Robo de vehículo,Sin violencia,95,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Robo,Robo de vehículo,Sin violencia,282,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Robo,Robo de vehículo,Sin violencia,153,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Robo,Robo de vehículo,Sin violencia,237,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Robo,Robo de vehículo,Sin violencia,158,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Robo,Robo de vehículo,Sin violencia,260,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Robo,Robo de vehículo,Con violencia,282,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Robo,Robo de vehículo,Con violencia,205,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Robo,Robo de vehículo,Con violencia,128,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Robo,Robo de vehículo,Con violencia,270,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Robo,Robo de vehículo,Con violencia,245,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Robo,Robo de vehículo,Con violencia,277,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Robo,Robo de vehículo,Con violencia,268,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Robo,Robo de vehículo,Con violencia,61,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Robo,Robo de vehículo,Con violencia,167,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Robo,Robo de vehículo,Con violencia,267,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Robo,Robo de vehículo,Con violencia,259,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Robo,Robo de vehículo,Con violencia,63,2023-12,Diciembre 2023
2024,Enero,1,Sinaloa,Robo,Robo de vehículo,Con violencia,253,2024-01,Enero 2024
2024,Febrero,2,Sinaloa,Robo,Robo de vehículo,Con violencia,253,2024-02,Febrero 2024
2024,Marzo,3,Sinaloa,Robo,Robo de vehículo,Con violencia,78,2024-03,Marzo 2024
2024,Abril,4,Sinaloa,Robo,Robo de vehículo,Con violencia,82,2024-04,Abril 2024
2024,Mayo,5,Sinaloa,Robo,Robo de vehículo,Con violencia,160,2024-05,Mayo 2024
2024,Junio,6,Sinaloa,Robo,Robo de vehículo,Con violencia,209,2024-06,Junio 2024
2024,Julio,7,Sinaloa,Robo,Robo de vehículo,Con violencia,264,2024-07,Julio 2024
2024,Agosto,8,Sinaloa,Robo,Robo de vehículo,Con violencia,275,2024-08,Agosto 2024
2024,Septiembre,9,Sinaloa,Robo,Robo de vehículo,Con violencia,53,2024-09,Septiembre 2024
2024,Octubre,10,Sinaloa,Robo,Robo de vehículo,Con violencia,190,2024-10,Octubre 2024
2024,Noviembre,11,Sinaloa,Robo,Robo de vehículo,Con violencia,64,2024-11,Noviembre 2024
2024,Diciembre,12,Sinaloa,Robo,Robo de vehículo,Con violencia,78,2024-12,Diciembre 2024
2023,Enero,1,Sinaloa,Robo,Robo a negocio,Sin violencia,81,2023-01,Enero 2023
2023,Febrero,2,Sinaloa,Robo,Robo a negocio,Sin violencia,224,2023-02,Febrero 2023
2023,Marzo,3,Sinaloa,Robo,Robo a negocio,Sin violencia,71,2023-03,Marzo 2023
2023,Abril,4,Sinaloa,Robo,Robo a negocio,Sin violencia,244,2023-04,Abril 2023
2023,Mayo,5,Sinaloa,Robo,Robo a negocio,Sin violencia,175,2023-05,Mayo 2023
2023,Junio,6,Sinaloa,Robo,Robo a negocio,Sin violencia,270,2023-06,Junio 2023
2023,Julio,7,Sinaloa,Robo,Robo a negocio,Sin violencia,96,2023-07,Julio 2023
2023,Agosto,8,Sinaloa,Robo,Robo a negocio,Sin violencia,236,2023-08,Agosto 2023
2023,Septiembre,9,Sinaloa,Robo,Robo a negocio,Sin violencia,55,2023-09,Septiembre 2023
2023,Octubre,10,Sinaloa,Robo,Robo a negocio,Sin violencia,50,2023-10,Octubre 2023
2023,Noviembre,11,Sinaloa,Robo,Robo a negocio,Sin violencia,173,2023-11,Noviembre 2023
2023,Diciembre,12,Sinaloa,Robo,Robo a negocio,Sin violencia,211,2023-12,Diciembre 2023
